item_id,store_id,department_info,cost_to_pay
1019268,BLANK,BLANK,41.04
1019269,BLANK,BLANK,5.07
1019270,BLANK,BLANK,9.5
1019271,BLANK,BLANK,60.51
1019273,446063,BLANK,4.84
1019274,446063,BLANK,5.76
1019275,446063,BLANK,25.04
1019276,BLANK,BLANK,187.78
1019277,BLANK,BLANK,4.88
1019280,BLANK,BLANK,41.7
1019281,475570,BLANK,161.09
1019282,BLANK,BLANK,36.12
1019283,BLANK,BLANK,17.23
1019284,BLANK,BLANK,212.75
1019285,BLANK,BLANK,133.65
1019286,446063,BLANK,90.8
1019288,BLANK,BLANK,91.48
1019289,1091746,BLANK,22.26
1019290,BLANK,BLANK,21.6
1019291,BLANK,BLANK,27.59
1019292,BLANK,BLANK,1.72
1019294,BLANK,BLANK,88.97
1019295,475570,BNNV9,8.89
1019299,BLANK,BLANK,63.0
1019300,475570,BNNV9,25.0
1019301,446063,BLANK,30.24
1019302,475570,BLANK,111.35
1019304,BLANK,BLANK,8.94
1019305,BLANK,BLANK,57.8
1019306,446063,0079,135.96
1019308,02018308,BLANK,58.5
1019309,BLANK,BLANK,30.34
1019310,446063,BLANK,12.72
1019312,BLANK,BLANK,97.65
1019314,1236844,0037,107.88
1019315,BLANK,BLANK,60.24
1019316,BLANK,BLANK,23.04
1019323,BLANK,BLANK,24.09
1019324,BLANK,BLANK,3.92
1019325,1091746,BLANK,27.24
1019326,BLANK,BLANK,217.95
1019327,BLANK,BLANK,149.76
1019328,446063,BLANK,151.2
1019329,BLANK,BLANK,1.28
1019331,475570,BLANK,70.56
1019332,BLANK,BLANK,2.92
1019333,446063,BLANK,1.36
1019334,BLANK,BLANK,50.0
1019335,446063,BLANK,8.06
1019336,BLANK,BLANK,230.4
1019337,475570,QUGN9,16.0
1019338,BLANK,BLANK,46.19
1019339,BLANK,BLANK,66.41
1019340,BLANK,BLANK,1.91
1019342,BLANK,BLANK,11.15
1019343,475570,BLANK,127.09
1019346,BLANK,BLANK,18.49
1019352,475570,BLANK,231.85
1019358,BLANK,BLANK,50.0
1019359,BLANK,BLANK,50.0
1019361,475570,BLANK,169.27
1019363,BLANK,BLANK,50.0
1019364,BLANK,BLANK,50.0
1019365,BLANK,BLANK,117.94
1019366,475570,BLANK,71.97
1019367,BLANK,BLANK,50.0
1019369,BLANK,BLANK,23.14
1019370,BLANK,BLANK,25.92
1019375,BLANK,BLANK,132.44
1019376,BLANK,BLANK,235.44
1019378,BLANK,BLANK,50.0
1019379,BLANK,BLANK,50.0
1019380,BLANK,BLANK,50.0
1019383,475570,HAJ40,80.52
1019384,BLANK,BLANK,192.6
1019385,BLANK,BLANK,50.0
1019387,475570,HAJ40,13.5
1019388,BLANK,BLANK,200.0
1019389,BLANK,BLANK,50.0
1019390,475570,HAJ40,240.0
1019392,BLANK,BLANK,150.0
1019394,BLANK,BLANK,50.0
1019397,BLANK,BLANK,50.0
1019398,BLANK,BLANK,50.0
1019401,BLANK,BLANK,50.0
1019403,BLANK,BLANK,90.24
1019405,BLANK,BLANK,47.2
1019407,BLANK,BLANK,81.3
1019409,3786300,12,5.91
1019410,BLANK,BLANK,6.9
1019412,3786300,12,29.57
1019414,BLANK,BLANK,18.9
1019415,BLANK,BLANK,71.17
1019416,BLANK,BLANK,31.74
1019417,BLANK,BLANK,5.82
1019418,BLANK,BLANK,11.08
1019419,BLANK,BLANK,25.5
1019423,BLANK,BLANK,16.74
1019424,BLANK,BLANK,5.06
1019428,BLANK,BLANK,1.33
1019429,BLANK,BLANK,183.6
1019432,BLANK,BLANK,3.68
1019433,BLANK,BLANK,9.24
1019434,BLANK,BLANK,4.8
1019435,3786300,20,14.34
1019438,3786300,20,15.09
1019439,BLANK,BLANK,210.12
1019440,BLANK,BLANK,88.69
1019441,BLANK,BLANK,10.3
1019443,BLANK,BLANK,19.25
1019444,BLANK,BLANK,212.57
1019445,3786300,20,21.04
1019446,BLANK,BLANK,20.88
1019448,BLANK,BLANK,10.89
1019449,BLANK,BLANK,14.11
1019450,475570,BLANK,29.78
1019451,BLANK,BLANK,37.5
1019452,BLANK,BLANK,228.7
1019455,446063,BLANK,176.64
1019456,BLANK,BLANK,6.64
1019457,BLANK,BLANK,16.8
1019458,BLANK,BLANK,94.68
1019459,BLANK,BLANK,10.91
1019465,BLANK,BLANK,26.36
1019466,BLANK,BLANK,85.68
1019467,BLANK,BLANK,5.63
1019468,BLANK,BLANK,10.74
1019469,BLANK,BLANK,12.6
1019473,BLANK,BLANK,151.2
1019474,BLANK,BLANK,41.33
1019475,BLANK,BLANK,34.16
1019476,446063,BLANK,4.44
1019478,BLANK,BLANK,124.2
1019479,3786300,20,15.07
1019482,BLANK,BLANK,34.56
1019483,BLANK,BLANK,19.92
1019485,BLANK,BLANK,142.02
1019487,BLANK,BLANK,13.32
1019490,BLANK,BLANK,215.42
1019492,BLANK,BLANK,69.6
1019493,446063,BLANK,27.1
1019494,BLANK,BLANK,5.4
1019495,BLANK,BLANK,30.07
1019497,BLANK,BLANK,84.14
1019498,BLANK,BLANK,4.44
1019499,BLANK,BLANK,47.16
1019503,BLANK,BLANK,13.92
1019504,BLANK,BLANK,0.96
1019505,BLANK,BLANK,4.44
1019508,BLANK,BLANK,28.8
1019509,BLANK,BLANK,4.8
1019510,3786300,20,15.05
1019511,BLANK,BLANK,12.72
1019514,3786300,20,31.57
1019516,BLANK,BLANK,1.85
1019518,BLANK,BLANK,144.0
1019521,3786300,20,10.52
1019523,BLANK,BLANK,8.84
1019525,BLANK,BLANK,0.63
1019527,BLANK,BLANK,100.0
1019528,BLANK,BLANK,36.58
1019529,BLANK,BLANK,16.32
1019530,6981800,BLANK,12.08
1019531,BLANK,BLANK,0.83
1019532,3786300,12,17.74
1019533,BLANK,BLANK,25.04
1019534,475570,BNNV9,150.0
1019535,BLANK,BLANK,13.6
1019536,3786300,20,10.52
1019537,BLANK,BLANK,47.88
1019538,BLANK,BLANK,11.62
1019541,BLANK,BLANK,11.52
1019542,3786300,20,15.32
1019543,BLANK,BLANK,16.74
1019544,BLANK,BLANK,30.24
1019546,446063,BLANK,6.26
1019547,BLANK,BLANK,216.0
1019549,BLANK,BLANK,237.8
1019550,3786300,20,15.15
1019551,BLANK,BLANK,55.6
1019553,475570,BLANK,165.99
1019554,BLANK,BLANK,10.2
1019556,3786300,20,20.75
1019558,BLANK,BLANK,9.91
1019559,BLANK,BLANK,12.0
1019560,446063,BLANK,4.23
1019561,3786300,20,21.04
1019563,BLANK,BLANK,0.96
1019565,3786300,20,15.14
1019566,BLANK,BLANK,19.38
1019567,446063,BLANK,5.25
1019569,475570,BLANK,29.16
1019570,3786300,20,20.75
1019571,BLANK,BLANK,5.24
1019572,BLANK,BLANK,75.6
1019574,3786300,20,14.92
1019575,3786300,20,21.04
1019576,3786300,20,15.14
1019578,BLANK,BLANK,31.33
1019580,3786300,12,11.83
1019581,BLANK,BLANK,123.57
1019583,BLANK,BLANK,16.96
1019584,3786300,20,21.04
1019585,BLANK,BLANK,143.17
1019590,BLANK,BLANK,54.24
1019591,3786300,20,10.52
1019592,BLANK,BLANK,200.0
1019594,BLANK,BLANK,22.42
1019596,K0025288,BLANK,15.88
1019597,BLANK,BLANK,1.83
1019599,BLANK,BLANK,13.32
1019602,BLANK,BLANK,162.55
1019604,BLANK,BLANK,7.7
1019606,BLANK,BLANK,41.8
1019607,BLANK,BLANK,35.5
1019608,3786300,20,10.52
1019609,BLANK,BLANK,13.27
1019610,3786300,20,15.07
1019612,3786300,20,21.04
1019613,BLANK,BLANK,1.84
1019614,BLANK,BLANK,72.4
1019616,3786300,20,15.15
1019617,BLANK,BLANK,61.58
1019619,BLANK,BLANK,16.56
1019621,BLANK,BLANK,43.2
1019622,BLANK,BLANK,77.04
1019623,BLANK,BLANK,56.84
1019624,BLANK,BLANK,8.3
1019625,BLANK,BLANK,18.26
1019627,BLANK,BLANK,10.98
1019628,BLANK,BLANK,23.64
1019629,446063,BLANK,12.72
1019630,BLANK,BLANK,2.71
1019631,BLANK,BLANK,8.37
1019633,BLANK,BLANK,115.56
1019634,BLANK,BLANK,11.38
1019635,BLANK,BLANK,26.98
1019636,3786300,12,11.83
1019639,BLANK,BLANK,45.36
1019640,BLANK,BLANK,8.3
1019642,3786300,20,30.1
1019644,475570,BLANK,182.42
1019645,446063,BLANK,27.72
1019646,BLANK,BLANK,1.22
1019647,446063,BLANK,25.08
1019648,BLANK,BLANK,4.33
1019649,BLANK,BLANK,3.87
1019650,BLANK,BLANK,50.88
1019651,BLANK,BLANK,40.11
1019653,BLANK,BLANK,30.0
1019655,BLANK,BLANK,144.86
1019656,BLANK,BLANK,29.44
1019657,3786300,12,5.91
1019658,BLANK,BLANK,16.96
1019659,475570,BLANK,205.25
1019661,3786300,20,15.14
1019662,475570,BLANK,74.44
1019663,BLANK,BLANK,203.7
1019666,3786300,20,10.52
1019667,BLANK,BLANK,102.6
1019668,BLANK,BLANK,11.52
1019670,BLANK,BLANK,0.13
1019671,3786300,12,11.87
1019672,BLANK,BLANK,16.26
1019673,BLANK,BLANK,36.81
1019674,BLANK,BLANK,19.5
1019675,BLANK,BLANK,210.81
1019679,BLANK,BLANK,200.0
1019680,446063,BLANK,11.16
1019682,BLANK,BLANK,6.25
1019683,BLANK,BLANK,61.2
1019684,BLANK,BLANK,21.78
1019685,446063,BLANK,13.4
1019688,BLANK,BLANK,150.0
1019689,BLANK,BLANK,1.84
1019691,BLANK,BLANK,49.5
1019692,BLANK,BLANK,63.93
1019693,3786300,20,15.14
1019697,BLANK,BLANK,8.94
1019699,3786300,20,42.09
1019700,BLANK,BLANK,186.45
1019701,BLANK,BLANK,19.38
1019704,BLANK,BLANK,0.02
1019705,BLANK,BLANK,9.52
1019706,3786300,20,21.04
1019708,BLANK,BLANK,4.67
1019709,BLANK,BLANK,38.76
1019710,3786300,20,45.42
1019711,3786300,20,55.12
1019712,BLANK,BLANK,49.94
1019713,3786300,20,15.05
1019714,446063,BLANK,120.96
1019715,BLANK,BLANK,150.0
1019716,3786300,20,21.05
1019717,BLANK,BLANK,0.02
1019718,BLANK,BLANK,8.52
1019719,446063,BLANK,4.49
1019722,BLANK,BLANK,87.94
1019723,BLANK,BLANK,216.0
1019724,BLANK,BLANK,5.81
1019725,BLANK,BLANK,9.67
1019726,BLANK,BLANK,17.38
1019727,BLANK,BLANK,8.14
1019730,BLANK,BLANK,36.34
1019732,BLANK,BLANK,4.48
1019733,BLANK,BLANK,15.77
1019734,BLANK,BLANK,10.56
1019735,3786300,20,10.52
1019737,3786300,12,41.39
1019738,BLANK,BLANK,136.62
1019742,BLANK,BLANK,55.0
1019743,BLANK,BLANK,24.42
1019744,BLANK,BLANK,6.06
1019746,BLANK,BLANK,6.64
1019747,BLANK,BLANK,91.8
1019748,BLANK,BLANK,215.14
1019749,BLANK,BLANK,14.11
1019750,3786300,20,21.04
1019751,BLANK,BLANK,6.16
1019752,BLANK,BLANK,212.07
1019753,3786300,20,15.09
1019754,BLANK,BLANK,33.9
1019755,BLANK,BLANK,43.2
1019761,475570,BLANK,108.2
1019762,3786300,20,15.15
1019764,BLANK,BLANK,80.53
1019765,BLANK,BLANK,142.51
1019767,475570,BLANK,148.59
1019768,BLANK,BLANK,125.42
1019769,BLANK,BLANK,6.21
1019771,BLANK,BLANK,5.33
1019775,BLANK,BLANK,33.3
1019777,BLANK,BLANK,31.74
1019778,BLANK,BLANK,4.48
1019779,BLANK,BLANK,10.98
1019782,BLANK,BLANK,147.82
1019783,034130,BLANK,70.76
1019784,BLANK,BLANK,80.53
1019785,BLANK,BLANK,226.31
1019788,BLANK,BLANK,2.32
1019789,BLANK,BLANK,20.88
1019790,3786300,20,10.52
1019791,3786300,20,15.14
1019792,BLANK,BLANK,41.69
1019793,BLANK,BLANK,8.3
1019794,013875,BLANK,92.22
1019795,3786300,20,15.05
1019796,BLANK,BLANK,30.24
1019797,BLANK,BLANK,23.64
1019800,BLANK,BLANK,42.48
1019801,3786300,12,5.86
1019802,BLANK,BLANK,2.49
1019803,BLANK,BLANK,15.8
1019805,BLANK,BLANK,22.32
1019806,BLANK,BLANK,70.2
1019810,BLANK,BLANK,14.13
1019811,BLANK,BLANK,8.14
1019812,BLANK,BLANK,69.6
1019813,3786300,20,15.16
1019815,BLANK,BLANK,4.98
1019816,3786300,20,42.1
1019819,BLANK,BLANK,108.0
1019820,BLANK,BLANK,115.56
1019821,446063,BLANK,59.04
1019822,BLANK,BLANK,128.77
1019823,BLANK,BLANK,174.86
1019825,BLANK,BLANK,26.98
1019826,BLANK,BLANK,16.96
1019827,3786300,20,10.52
1019828,BLANK,BLANK,22.4
1019829,BLANK,BLANK,100.8
1019831,BLANK,BLANK,3.09
1019832,BLANK,BLANK,0.19
1019834,BLANK,BLANK,58.56
1019838,BLANK,BLANK,49.94
1019840,BLANK,BLANK,0.18
1019841,BLANK,BLANK,30.07
1019842,BLANK,BLANK,59.47
1019843,BLANK,BLANK,8.46
1019844,BLANK,BLANK,4.2
1019847,BLANK,BLANK,131.25
1019848,BLANK,BLANK,21.12
1019849,3786300,12,35.48
1019850,BLANK,BLANK,15.6
1019852,BLANK,BLANK,2.23
1019856,BLANK,BLANK,48.37
1019857,BLANK,BLANK,30.46
1019858,3786300,20,15.05
1019859,BLANK,BLANK,84.68
1019860,BLANK,BLANK,10.46
1019861,3786300,20,15.07
1019862,BLANK,BLANK,228.96
1019865,BLANK,BLANK,10.3
1019866,11961,BLANK,18.48
1019869,3786300,20,10.52
1019870,BLANK,BLANK,50.16
1019872,BLANK,BLANK,12.45
1019873,BLANK,BLANK,26.36
1019875,3786300,20,29.84
1019876,3786300,20,45.11
1019877,BLANK,BLANK,69.6
1019879,BLANK,BLANK,169.6
1019880,3786300,12,23.44
1019883,BLANK,BLANK,7.47
1019884,BLANK,BLANK,3.0
1019885,BLANK,BLANK,40.0
1019887,BLANK,BLANK,54.0
1019888,BLANK,BLANK,192.99
1019889,3786300,20,14.92
1019891,446063,BLANK,28.8
1019892,034130,BLANK,11.24
1019894,BLANK,BLANK,30.0
1019895,BLANK,BLANK,8.28
1019896,3786300,12,11.83
1019900,BLANK,BLANK,164.25
1019901,BLANK,BLANK,167.4
1019902,3002720,BLANK,27.39
1019903,3002720,BLANK,4.74
1019904,BLANK,BLANK,137.7
1019905,BLANK,BLANK,1.92
1019906,BLANK,BLANK,193.32
1019907,BLANK,BLANK,93.8
1019908,BLANK,BLANK,104.21
1019910,3002720,BLANK,1.08
1019911,3002720,BLANK,4.74
1019912,3002720,BLANK,9.0
1019913,925693,BLANK,26.28
1019914,3002720,BLANK,178.2
1019915,BLANK,BLANK,9.57
1019916,BLANK,BLANK,196.5
1019917,3002720,BLANK,21.76
1019918,3002720,BLANK,7.74
1019920,3002720,BLANK,7.74
1019922,BLANK,BLANK,216.24
1019923,BLANK,BLANK,95.94
1019925,BLANK,BLANK,8.74
1019926,3002720,BLANK,39.84
1019927,BLANK,BLANK,25.2
1019930,BLANK,BLANK,122.38
1019933,3002720,BLANK,205.7
1019934,BLANK,BLANK,103.82
1019939,3002720,BLANK,2.58
1019940,3002720,BLANK,10.32
1019941,3002720,BLANK,31.68
1019947,BLANK,BLANK,63.36
1019948,BLANK,BLANK,165.24
1019949,BLANK,BLANK,77.1
1019950,BLANK,BLANK,85.14
1019951,3002720,BLANK,6.48
1019953,BLANK,BLANK,8.13
1019954,BLANK,BLANK,1.08
1019955,3002720,BLANK,130.2
1019957,BLANK,BLANK,38.28
1019959,3002720,BLANK,1.08
1019960,BLANK,BLANK,22.62
1019961,3002720,BLANK,20.75
1019962,3002720,BLANK,2.58
1019963,3002720,BLANK,117.3
1019964,3002720,BLANK,2.58
1019965,3002720,BLANK,137.61
1019966,3002720,BLANK,140.76
1019967,3002720,BLANK,100.8
1019968,3002720,BLANK,51.84
1019970,3002720,BLANK,2.08
1019973,3002720,BLANK,2.08
1019974,3002720,BLANK,25.73
1019977,3002720,BLANK,4.32
1019982,925693,BLANK,45.72
1019983,925693,BLANK,212.77
1019984,BLANK,BLANK,86.69
1019985,3002720,BLANK,10.8
1019986,BLANK,BLANK,1.08
1019987,BLANK,BLANK,29.4
1019988,BLANK,BLANK,9.6
1019989,3002720,BLANK,14.4
1019990,BLANK,BLANK,216.0
1019992,3002720,BLANK,10.32
1019994,3002720,BLANK,9.96
1019997,BLANK,BLANK,108.12
1019998,3002720,BLANK,133.2
1019999,3002720,BLANK,41.85
1020000,3002720,BLANK,39.6
1020002,3002720,BLANK,5.16
1020003,BLANK,BLANK,4.45
1020004,925693,BLANK,8.22
1020005,BLANK,BLANK,24.9
1020006,BLANK,BLANK,177.0
1020008,3002720,BLANK,19.8
1020009,3002720,BLANK,15.18
1020010,3002720,BLANK,31.35
1020011,3002720,BLANK,70.2
1020012,3002720,BLANK,16.2
1020013,BLANK,BLANK,237.6
1020014,3002720,BLANK,15.77
1020015,3002720,BLANK,69.12
1020017,BLANK,BLANK,50.76
1020018,3002720,BLANK,51.84
1020019,3002720,BLANK,5.76
1020020,BLANK,BLANK,4.43
1020021,BLANK,BLANK,3.06
1020022,3002720,BLANK,2.58
1020023,BLANK,BLANK,105.6
1020025,3002720,BLANK,33.33
1020026,3002720,BLANK,88.2
1020027,BLANK,BLANK,71.64
1020030,3002720,BLANK,139.4
1020031,3002720,BLANK,74.82
1020032,3002720,BLANK,46.06
1020033,BLANK,BLANK,3.57
1020034,3002720,BLANK,90.0
1020035,3002720,BLANK,38.18
1020036,BLANK,BLANK,0.2
1020037,3002720,BLANK,1.58
1020038,3002720,BLANK,67.5
1020039,BLANK,BLANK,90.0
1020040,3002720,BLANK,65.28
1020041,925693,BLANK,19.56
1020043,BLANK,BLANK,161.0
1020044,3002720,BLANK,2.08
